title,company,compensation,employment_type,location,posted_date,description,experience_level,post_id,contact_info,url,label
heavy duty diesel truck & 53ft trailer mechanic part time,,compensation:,contract,,2025-04-18T10:58:44-0400,"*u
*clean, temperature-controlled work environment.
. $28-$35 per hr depending on qualification call john 731 345 9860 apply",,7843339236, | 731 345 9860,https://rochester.craigslist.org/trp/d/brockport-heavy-duty-diesel-truck-53ft/7843339236.html,0
cdl class b driver,,compensation:,contract,,2025-04-18T12:28:57-0400,"- seeking class b driver for local straight truck work.  mostly within monroe county. monday-friday, 7:30-4pm. 35-40 hours/week. -preference given to candidate with haz mat endorsement. -complete daily pre and post trips. -please submit resume",,7843368145,,https://rochester.craigslist.org/trp/d/rochester-cdl-class-driver/7843368145.html,0
restaurant delivery,,DOE,contract,,2025-04-18T13:00:14-0400,,,7843379631,,https://rochester.craigslist.org/lab/d/rochester-restaurant-delivery/7843379631.html,0
prep cooking dishwasher,,compensation:,contract,,2025-04-18T14:45:24-0400,looking for part time/ full time prep cooking and dishwasher in upscale restaurant in fairport.,,7843415571,,https://rochester.craigslist.org/fbh/d/fairport-prep-cooking-dishwasher/7843415571.html,0
weekly summer flower care,,compensation:,contract,,2025-04-18T14:58:57-0400,"weekly weeding, watering and fertilizing of annual flowers and vegetable garden.  two (2) days a week.  four (4) hours per day.  please send brief work history and reason why this job fits your schedule.",,7843420115,,https://rochester.craigslist.org/lab/d/rochester-weekly-summer-flower-care/7843420115.html,0
property preservation vendor,,compensation:,contract,,2025-04-18T15:03:25-0400,"are you capable of completing all facets of property preservation? we are recruiting for monroe, orleans, genesee, and wyoming counties. this would include, but not be limited to; - initial securing - recurring landscape/yard maintenance - snow removal - window/door repairs/replacements - roofing and siding repairs/replacements - winterizations - debris removal - remediation must have: - smart phone and computer - equipment/tools to effectively complete the work - required state licenses (when applicable) - required insurances: general liability, e&o, workers compensation - able to submit and pass an aspen grove background check (we will process if you do not have) *** must have or be willing to attain ein number and register as either an s-corp or c-corp! if you are unable or unwilling, you will be disqualified from this position!*** payments are made through direct deposit. we pay out weekly for all orders completed and made ready for office within that pay week. work must be completed by the provided (reasonable) due dates. photos are required for each property and work order. check out our website: bginspect.com to apply, email us your... name (first and last), phone number, email address, and zipcode to recruiting@bginspect.com we will email you back within 24 hours. thank you for your time!",,7843421683,recruiting@bginspect.com,https://rochester.craigslist.org/lab/d/rochester-property-preservation-vendor/7843421683.html,1
business office cleaning,,compensation:,contract,,2025-04-18T15:08:52-0400,"two (2) times a month at night or on a saturday or sunday. approximately 2,000 sq ft open style office space. expectations: vacuum all carpets dust and/or clean all furniture and surfaces maintain wood floor areas clean breakroom remove garbage and recycling, when necessary please send work history and will need references.",,7843423731,,https://rochester.craigslist.org/lab/d/rochester-business-office-cleaning/7843423731.html,1
cleaner/turnover prep-- pt,,compensation:,contract,268 Sanford near South,2025-04-18T15:18:01-0400,"looking to hire a reliable cleaner--- (20 hrs/week average) **cleaning experience preferred and reliable vehicle and driver license required **we are looking for someone available to clean apartment common areas and vacant apartments at turn-over. **flexible hours **applicants should have availability on the last day of every month (regardless of the day of the week). we have some weekend/holiday turnovers (sat & sun), depending on when the last day of the month falls. if interested, please respond with a resume, or provide a brief work history, including references. thank you for your time",,7843426810,,https://rochester.craigslist.org/lab/d/rochester-cleaner-turnover-prep-pt/7843426810.html,1
cleaners wanted,,compensation:,contract,,2025-04-18T17:32:37-0400,"c&d property maintenance is a small cleaning business providing services in the areas surrounding rochester. we are looking to expand our cleaning crew with someone who is eager to learn. this job is starting at an hourly pay of $15.00. please read below for a full work description before applying. what this job looks like… -this is a part time position (on average, 25-30 hours a week). -though it is part time, we work every day m-f. -our work day starts on average 9am, and ends roughly around 3:00pm. this is the average time frame for the day, but it does vary from day to day. -we carpool from job to job, and you will leave your car at a designated meeting place. we ask that you have reliable transportation to show up to the meeting place on time; whether it be your own transportation, a ride into work, or public transportation. within this job expect to… -clean residential houses and new construction homes. -vacuum, dust, mop, make beds, clean kitchens and bathrooms, etc. in our employees we look for… -hard workers -workers ready to learn and try new things -workers that are reliable -workers that come in energetic and ready to go",,7843466650,,https://rochester.craigslist.org/lab/d/rochester-cleaners-wanted/7843466650.html,1
barn job,,compensation:,contract,,2025-04-18T17:44:04-0400,"barn help needed!! located in lyons ny! monday-fridays starting at 7:30am. takes about 4 hours give or take. you would feed, turn out, muck stalls, fill water buckets, etc. horse experience is a must!!",,7843469766,,https://rochester.craigslist.org/lab/d/lyons-barn-job/7843469766.html,0
short order cook,,compensation:,contract,12 Courtney Drive,2025-04-19T01:08:24-0400,-experienced cook -knows how to work in busy environment -late nights -good pay -looking to start asap! call or text (585) 738-4747 for interview!,senior,7843540721, | (585) 738-4747,https://rochester.craigslist.org/fbh/d/fairport-short-order-cook/7843540721.html,0
summer horse farm help wanted,,compensation:,contract,,2025-04-19T13:30:12-0400,"we are a private show farm looking to help us with the daily care of the horses. mucking stalls, grooming horses, turn-out, bathing, etc. experience is great however, not necessary! summer part time hours available. one weekend day a week required the rest is flexibele. we are willing to train the right person. so, if you are energetic and hardworking please reach out. we are located in the penfield-fairport area part-time positions are available for the  summer. full day hours are 7am - 4pm. half days are available as well 7am - 11am. must be able to lift 50 lbs.  hay bales, grain bags must have your own transportation! and valid drivers license. very competitive pay! please call or text (585) 230-6904. we look forward to hearing from you!",,7843640940, | (585) 230-6904,https://rochester.craigslist.org/lab/d/fairport-summer-horse-farm-help-wanted/7843640940.html,1
"hiring machine operators! no exp req, $22/hr",,DOE,contract,,2025-04-19T17:00:31-0400,,,7843699711,,https://rochester.craigslist.org/mnu/d/albion-hiring-machine-operators-no-exp/7843699711.html,0
cooks/kitchen staff,,compensation:,contract,,2025-04-19T17:35:23-0400,comedy @ the carlson please reply with resume if interested,,7843707838,,https://rochester.craigslist.org/fbh/d/rochester-cooks-kitchen-staff/7843707838.html,0
private investigator,,compensation:,contract,,2025-04-19T21:18:56-0400,"suspicious of a loved one; is your employee actually sick? i supply a confidential and reliable service, that doesn’t supersede any legal boundaries. i will do what it takes to give you the answers you seek, but am limited by legal boundaries. i cannot and will not enter someone's home, office, or property without explicit permission from the owner, as well as wiretapping and recording: (private investigators cannot intercept phone calls or electronic communications without consent.)",,7843749523,,https://rochester.craigslist.org/etc/d/livonia-private-investigator/7843749523.html,1
delivery driver - no experience needed - start delivering today,,DOE,contract,,2025-04-20T09:01:15-0400,,,7843795209,,https://rochester.craigslist.org/fbh/d/rochester-delivery-driver-no-experience/7843795209.html,0
* deliver with doordash *,,DOE,contract,,2025-04-20T10:00:06-0400,,,7843803605,,https://rochester.craigslist.org/lab/d/rochester-deliver-with-doordash/7843803605.html,0
delivery driver - start delivering today,,DOE,contract,,2025-04-20T12:00:06-0400,,,7843824485,,https://rochester.craigslist.org/lab/d/rochester-delivery-driver-start/7843824485.html,0
professional painters only,,compensation:,contract,,2025-04-20T12:19:58-0400,"searching for full time professional painters. -2+ yrs experience -commercial/residential -interior/exterior -paid holidays -earned time off -valid driver's license -own vehicle/transportation $20-$30/hr, based on experience text perry @ 585-737-1277 odyssey painting",,7843828897, | 585-737-1277,https://rochester.craigslist.org/trd/d/rochester-professional-painters-only/7843828897.html,1
morning horse stall cleaner needed – finger lakes gaming & racetrack,,compensation:,contract,,2025-04-20T12:20:56-0400,"looking for a reliable and hard-working individual to clean 8 horse stalls every morning at a private barn located at finger lakes gaming & racetrack. details: •	start time: 6:00 am (sharp) •	duties: mucking out 8 stalls, replacing bedding, general tidying of the barn area •	days: 7 days/week (can be flexible for the right person) •	pay: competitive – based on experience and consistency •	experience with horses a plus, but not required must be: •	dependable and punctual •	comfortable around horses •	able to work independently to apply, contact assaf ronen at [(646) 256-3248] or reply to this ad with your name, availability, and any relevant experience",,7843829113, | (646) 256-3248,https://rochester.craigslist.org/lab/d/farmington-morning-horse-stall-cleaner/7843829113.html,1
mobile mechanic/ small job/  gas tank removed,,compensation:,contract,,2025-04-20T13:48:19-0400,i have a 2009 ford e350 cargo van and need the gas tank removed from it. the van can be jacked up if you choose to. it can not be driven. it has a perfectly good gas tank that needs to be removed . minimal rust on nuts and bolts. the job pays $100.00 cash providing that you do not damage it as it is in perfectly well working condition. plenty of ocassional work to follow. always paid in full upon completion in cash. $100.00 cash to remove gas tank text preferred five85fivezerosix1143,,7843848375,,https://rochester.craigslist.org/trd/d/webster-mobile-mechanic-small-job-gas/7843848375.html,1
"painter, i will train you if you are not a real painter",,compensation:,contract,,2025-04-20T13:50:16-0400,"please read ad before contacting me. not one person that has applied in 2 weeks has read the entire ad or met these absolute minimal requirements or even made it through a full day!!! pay stars at $22.00 per hour. it goes up from there. no you can not smoke cigars, joints, bowls ,bongs or cigarettes in or near the customer's home!!!!! or anything else for that matter! idiots! remember you are looking for a job..you can text me or call me . don't send me pictures of your work, simply call me or text me. a brief description of job and pay. read below: work is a combination of interior and exterior work but primarily exterior right now due to season approaching. weather is tough so getting hours is a challenge. i can not guarantee 40 hours a week right now. pay comes after you finish your agreed job for a agreed wage in a professional manner. you get paid in cash on friday. with that being said touch ups will be at a minimal or things will not work out as that is a immediate sign of you being careless or incompetent. this particular position is currently for local monroe county n.y. work. not looking for interior only individuals. not looking to subcontract work. i am on all job sites applicating steadily with my employees not working remotely barking orders over the phone. i am insured, licensed in several states and osha certified amongst many other certifications. pay is guaranteed in cash. i am a very ,very small very steady sole proprietorship. this is not a corporate fairy tale..we are a little rough around the edges and always will be. work will be of a quality manner. requirements: your own equipment. be able to arrive daily. at least 2 years of verifiable local painting experience. you need to own professional contractors brushes and hand tools such as: 5 in 1, scrapers, wire brush, putty knife, screw drivers, wiz handle and razor knife. that's all, i provide everything else. important : you must own your own painters whites ( that is bottom clothing or white pants/shorts for those of you that call and ask me what painter whites are!) you can purchase at most supply houses or online. important : the ability  to safely carry a 28' extension ladder and work comfortably off of the ladder at that height. please do not contact me unless you can do this. i really don't need to discuss anything at all further if you can not work heights. i'm not discriminating. that is a requirement. please don't contact me. it's a waste of time. important: your own vehicle that you solely can use on a daily basis to get you to the job sites. must speak and understand the english language. don't apply if you can not meet these minimal basic requirements. incentives include: cash pay, weekly cash pay, bonuses, good job sites, a regular customer base, free lunch, free uniforms, potential to travel to las vegas for convention work during trade show season, all equipment needed is provided ,the use of quality materials and the staff at the supply houses always treat you in a professional manner. in closing: i've heard all the excuses and lies...you agreed to do a job for a agreed wage, you heard and read the job descriptions and accepted the job. just do it.. if you read this ad and are interested in the job call me and tell me your favorite band or sports team or vacation place so i know that you read this job description. if not you can't follow a job description then  we are already off to a bad start....understand??",,7843848739,,https://rochester.craigslist.org/lab/d/webster-painter-will-train-you-if-you/7843848739.html,1
appliance delivery,,compensation:,contract,,2025-04-20T20:33:48-0400,"looking for hard workers (with clean driver license) able to operate a 26 foot box truck (automatic) & lift appliances ranging from washing machines to refrigerators, position starts at 6:00 am and ends when all jobs are complete, pay $150.00 to $200.00 a day plus tips this is a fast-paced job and a  full-time position, background check required, (must be able to pass a drug screen) contact me at 585-603-3488 or click reply and attach your resume. full time and part time available, 6 day work week available. helper and driver position availble helpers are not required to have a license.",,7843924585, | 585-603-3488,https://rochester.craigslist.org/lab/d/appliance-delivery/7843924585.html,1
grading equipment operators needed,,compensation:,contract,,2025-04-20T21:02:29-0400,", a commercial paving and site work contractor in rochester, in addition to rochester, ruston paving, which has been in business since 1943, operates divisions in syracuse and watertown, ny; manassas and richmond, va along with durham and greensboro, nc.  our innovative and growth oriented organization provides a culture of teamwork where outstanding performance is encouraged, recognized and rewarded. individuals applying for operator positions must have prior experience.  all applicants must be legally authorized to work in the united states.  potential candidates must also pass a drug test, criminal background check and a motor vehicle records check. eoe, m/f/h/v.  all inquiries confidential. please apply online by visiting the",,7843928257,,https://rochester.craigslist.org/trd/d/victor-grading-equipment-operators/7843928257.html,1
"**cdl a dump truck drivers needed** $2,000 signing bonus",,compensation:,contract,,2025-04-20T21:11:53-0400,", a commercial paving and site work contractor in the rochester area, in addition to the rochester area, ruston paving, which has been in business since 1943, operates divisions in syracuse and watertown, ny; manassas and richmond, va; durham and greensboro, nc.  our innovative and growth oriented organization provides a culture of teamwork where outstanding performance is encouraged, recognized and rewarded. drivers must possess a class a or class a restricted license, current medical card and preferably have 2 years related driving experience hauling construction materials (spoils, asphalt, or stone). special consideration will be given to those individuals who can also operate equipment (backhoe and/or dozer) or that have experience hauling construction equipment.  individuals should be organized, have solid communication skills and be able to thrive in a fast paced environment.  all applicants must be legally authorized to work in the united states and have a valid drivers license. potential candidates must also pass a drug test, criminal background check and a motor vehicle records check. eoe, m/f/h/v.  all inquiries confidential. please apply online by visiting the",,7843929434,,https://rochester.craigslist.org/trp/d/cdl-dump-truck-drivers-needed-2000/7843929434.html,1
"**cdl a lowboy drivers needed** $2,000 signing bonus",,compensation:,contract,,2025-04-20T21:17:44-0400,", a commercial paving and site work contractor in rochester, in addition to the rochester area, ruston paving, which has been in business since 1943, operates divisions in syracuse and watertown, ny; manassas and richmond, va; durham and greensboro, nc.  our innovative and growth oriented organization provides a culture of teamwork where outstanding performance is encouraged, recognized and rewarded. drivers must possess a cdl a license, current medical card and have a minimum of 2 years related driving experience hauling construction equipment or driving dump truck. special consideration will be given to those individuals who can also operate equipment (backhoe, dozer, ...). individuals should be organized, have solid communication skills and be able to thrive in a fast paced environment. all applicants must be legally authorized to work in the united states. potential candidates must also pass a drug test, criminal background check and a motor vehicle records check. eoe, m/f/h/v.  all inquiries confidential. please apply online by visiting the",,7843930171,,https://rochester.craigslist.org/trp/d/cdl-lowboy-drivers-needed-2000-signing/7843930171.html,1
remodeler / skilled helper,,compensation:,contract,,2025-04-21T09:50:09-0400,local construction company looking for remodeler / skilled helper with general construction experience. i do all phases of construction from remodeling to new builds. if you are a person that is looking for a job that is always doing something different this might be the one for you. i am looking for all skill levels if you are willing to learn i will teach you. so if your looking to learn and grow or if your looking for a job that will allow you to alway do something different give me a call.looking for full and part time must be able to pass a background check.,,7843991863,,https://rochester.craigslist.org/trd/d/rochester-remodeler-skilled-helper/7843991863.html,1
receptionist,,compensation:,contract,,2025-04-21T10:11:38-0400,"come grow with us!!! pearle vision is a locally owned and operated optical shop and we are looking for a dynamic full time receptionist/optical assistant. job duties will include checking patients in/out, scheduling appointments, verifying insurance benefits and answering the phone. believing in a work and life balance is most important to us, therefore you will have a set schedule with sundays and mondays off , and holiday pay for those holidays that we are closed. no experience is necessary, as we offer room for advancement and on the job training. health insurance, 401k , vacation pay and a generous vision discount is included.",,7843997265,,https://rochester.craigslist.org/hea/d/rochester-receptionist/7843997265.html,1
cleaner needed,,compensation:,contract,,2025-04-21T10:38:29-0400,"part time evening cleaning position available in the armory area.  workdays are monday, tuesday and thursday evenings. 2.5 hours each night for a total of 7.5 hours per week. looking for mature, reliable and responsible person. will train. $17.50 per hour. call sharon @ 585-624-1432. no texts or emails please.",,7844004925, | 585-624-1432,https://rochester.craigslist.org/lab/d/rochester-cleaner-needed/7844004925.html,1
cdl driver needed,,compensation:,contract,,2025-04-21T10:54:52-0400,cdl driver needed compensation: n/a employment type: full-time job title: cdl driver looking to hire an experienced long haul driver. team or single driver part time + full time positions available dedicated runs 60cents+ per all mile dry and reefer loads 24/7 dispatch,senior,7844009512,,https://rochester.craigslist.org/trp/d/west-henrietta-cdl-driver-needed/7844009512.html,0
painters wanted,,compensation:,contract,,2025-04-21T11:10:06-0400,seeking motivated individuals for interior an exterior painting. this is a full time position with a growing company. we offer paid vacations and paid holidays. interested applicants must have  valid driver's license and there own vehicle. experience preferred but not required.,,7844014387,,https://rochester.craigslist.org/trd/d/rochester-painters-wanted/7844014387.html,0
class a cdl with tank endorsement,,compensation:,contract,batavia elba townline rd near oak orchard rd,2025-04-21T11:25:50-0400,"looking to be home daily, with a flexible schedule? no overnights and hourly pay? we can help! hi-vu acres is looking to hire drivers, full time and/or part time. we are a small, family owned agricultural business near batavia ny. we are a green disposal source for local food plants- we haul away their food waste by-products for multiple means of recycled disposal options. we are currently looking to hire a class a driver with tank endorsements for the batavia/oakfield area as we expand our operations. driving for us allows you to be home daily (no overnights!), flexible schedules, and a weekly paycheck. pay starts at $24/hour, so the more you want to work, the more you can earn! benefits options are available for an individual or family, as well as paid vacation and sick time, and eventual ira options. qualified candidates will have: class a cdl with tank endorsement minimum 1 year cdl driving experience clean driving record weekend availability ability to operate a manual transmission ability to handle a 3-4 inch hose to assist with loading/unloading a team player attitude! candidates are subject to a pre-employment drug screening, per dot requirements. contact us today for this great opportunity!! email us, or call amy at (585)356-7604.'",,7844019445, | (585)356-7604,https://rochester.craigslist.org/trp/d/batavia-class-cdl-with-tank-endorsement/7844019445.html,1
✅lease / rent 💰 low as $600❗️sap friendly❗️📞,331,compensation:,contract,,2025-04-21T11:28:15-0400,,,7844020140,,https://rochester.craigslist.org/trp/d/willow-springs-lease-rent-low-as-600sap/7844020140.html,0
aldi - part-time store cashier/stocker,,compensation:,contract,,2025-04-21T11:46:03-0400,"apply now {gdpr};gdpr_consent=${gdpr_consent_755}? position type: part-time average hours: fewer than 30 hours per week starting wage: $19.50 per hour wage increases: year 2 - $20.00 | year 3 - $20.50 | year 4 - $20.50 | year 5 - $21.50 duties and responsibilities: must be able to perform duties with or without reasonable accommodation. • collaborates with team members and communicates relevant information to direct leader • upholds the security and confidentiality of documents and data within area of responsibility • other duties as assigned cashier responsibilities: • processes customer purchases, performs general cleaning duties, stocks shelves and merchandise displays neatly • provides exceptional customer service, assisting customers with their shopping experience • provides feedback to management on all products, inventory losses, scanning errors, and general issues • participates in taking store inventory counts according to guidelines and monitoring inventory for accuracy • adheres to cash policies and procedures to minimize losses stocker responsibilities: • stocks shelves and rotates product properly to guarantee fresh product is available for the customer • follows merchandising planograms to create excellently merchandised displays • organizes new inventory, removes and breaks down empty boxes • operates machinery and follows all safety procedures physical demands: • regularly required to sit, stand, bend, reach, push, pull, lift, carry, and walk about the store • stocker: ability to stock merchandise from store receiving to shelving; ability to place product, weighing up to 45 pounds, on shelving at various heights qualifications: • you must be 18 years of age or older • ability to provide prompt and courteous customer service • ability to perform general cleaning duties to company standards • ability to interpret and apply company policies and procedures • excellent verbal communication skills • ability to work both independently and within a team environment • effective time management • knowledge of products and services of the company • cashier: ability to operate a cash register efficiently and accurately • cashier: comply with state and local requirements for handling and selling alcoholic beverages • stocker: ability to operate equipment safely and properly, including electric/manual hand jack, floor scrubber, and cardboard baler • stocker: aldi stockers must have morning availability to accommodate store operational responsibilities and be available to work morning shifts with start times as early as 5:00 a.m. education and experience: • high school diploma or equivalent preferred • prior work experience in a retail environment preferred • a combination of education and experience providing equivalent knowledge aldi offers competitive wages and benefits, including: 401(k) plan company 401(k) matching contributions employee assistance program (eap) perkspot national discount program in addition, eligible employees are offered: medical, prescription, dental & vision insurance generous vacation time & 7 paid holidays up to 6 weeks paid parental leave at 100% of pay up to 2 weeks paid caregiver leave at 100% of pay short and long-term disability insurance life, dependent life and ad&d insurance voluntary term life insurance aldi is committed to equal opportunity for all employees and applicants. as a proud equal opportunity employer (eoe), we do not discriminate based on race, color, national origin, ancestry, citizenship status, religion, sex, sexual stereotyping, sexual orientation, gender, gender identity, gender expression, age, marital status, mental or physical disability, medical condition, genetic information, military or veteran status, pregnancy (which includes pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), or any other protected characteristic. employment may be contingent upon aldi's receipt of an acceptable and job-related drug test, motor vehicle report, and/or reference check, as applicable and permissible by law.",,7844025684,,https://rochester.craigslist.org/ret/d/rochester-aldi-part-time-store-cashier/7844025684.html,1
driving instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:18:18-0400,"if you enjoy working with people and driving, this could be the perfect job for you! morgan school of driving is the oldest and largest driving school in the area, offering comprehensive training to prepare you to teach others how to drive. we are currently seeking full-time employees who are available to work either monday through friday from 9 am to 7 pm or tuesday through saturday from 8:30 am to 4:30 pm. we offer flexible employment hours, and our benefits include health, dental, and retirement plans. **requirements:** - clean driving record (no tickets or suspensions for the past two years) - age: 21 or older with at least two years of licensed driving experience - education: high school diploma (ged) or higher **success in this role requires the following skills:** 1. patience 2. reliability 3. flexibility 4. quick reflexes 5. a sense of humor 6. ability to relate well to a diverse range of people 7. good communication skills 8. high standards, as your instruction will significantly impact your students’ future safe driving if you are interested, please send your resume through this advertisement. if you are already a licensed driving instructor (mv-524), feel free to call or visit us.",,7844036932,,https://rochester.craigslist.org/ret/d/rochester-driving-instructor/7844036932.html,1
driving instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:24:33-0400,"if you enjoy working with people and driving, this could be the perfect job for you! morgan school of driving is the oldest and largest driving school in the area, and we offer comprehensive training to prepare you to teach others how to drive. we are currently seeking full-time employees who are available to work either monday through friday from 9 am to 6 pm or tuesday through saturday from 8:30 am to 4:30 pm. we offer flexible employment hours, and our benefits include health, dental, and retirement plans. **requirements:** - clean driving record (no tickets or suspensions for the past two years) - age: 21 or older with at least two years of licensed driving experience - education: high school diploma (ged) or higher **success in this role requires the following skills:** 1. patience 2. reliability 3. flexibility 4. quick reflexes 5. a sense of humor 6. ability to relate well to a diverse range of people 7. good communication skills 8. high standards, as your instruction will significantly impact your students’ future safe driving if you are interested, please send your resume through this advertisement. if you are already a licensed driving instructor (mv-524), feel free to call or visit us.",,7844039196,,https://rochester.craigslist.org/lab/d/rochester-driving-instructor/7844039196.html,1
driving instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:25:48-0400,"if you enjoy working with people and driving, this could be the perfect job for you! morgan school of driving is the oldest and largest driving school in the area, and we offer comprehensive training to prepare you to teach others how to drive. we are currently seeking full-time employees who are available to work either monday through friday from 9 am to 7 pm or tuesday through saturday from 8:30 am to 4:30 pm. we offer flexible employment hours, and our benefits include health, dental, and retirement plans. **requirements:** - clean driving record (no tickets or suspensions for the past two years) - age: 21 or older with at least two years of licensed driving experience - education: high school diploma (ged) or higher **success in this role requires the following skills:** 1. patience 2. reliability 3. flexibility 4. quick reflexes 5. a sense of humor 6. ability to relate well to a diverse range of people 7. good communication skills 8. high standards, as your instruction will significantly impact your students’ future safe driving if you are interested, please send your resume through this advertisement. if you are already a licensed driving instructor (mv-524), feel free to call or visit us.",,7844039673,,https://rochester.craigslist.org/csr/d/rochester-driving-instructor/7844039673.html,1
driving instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:29:54-0400,"if you enjoy working with people and driving, this could be your perfect job! morgan school of driving is the oldest and largest driving school in the area, and we offer comprehensive training to prepare you to teach others how to drive. we are seeking full-time employees available to work either monday through friday from 9 am to 7 pm or tuesday through saturday from 8:30 am to 4:30 pm. we offer flexible employment hours, and our benefits include health, dental, and retirement plans. **requirements:** - clean driving record (no tickets or suspensions for the past two years) - age: 21 or older with at least two years of licensed driving experience - education: high school diploma (ged) or higher **success in this role requires the following skills:** 1. patience 2. reliability 3. flexibility 4. quick reflexes 5. a sense of humor 6. ability to relate well to a diverse range of people 7. good communication skills 8. high standards, as your instruction will significantly impact your students’ future safe driving if you are interested, please send your resume through this advertisement. if you are already a licensed driving instructor (mv-524), please call or visit us.",,7844041146,,https://rochester.craigslist.org/trp/d/rochester-driving-instructor/7844041146.html,1
carpenter - remodeler $25 per hour cash,,compensation:,contract,,2025-04-21T13:22:34-0400,"professional home improvement company looking for good natured, respectful and diligent person to work with team in remodeling kitchens, basements and homes. tasks to include framing, hanging doors and cabinets, hanging drywall, trim carpentry, misc. transportation necessary. hand tools necessary and basic power tools required. tons of work! full time work, fun environment! ask for gary 585-748-6001",,7844061158, | 585-748-6001,https://rochester.craigslist.org/trd/d/east-williamson-carpenter-remodeler-25/7844061158.html,1
connecting handymen with customers - paid weekly,,compensation:,contract,,2025-04-21T13:56:08-0400,,,7844073169,,https://rochester.craigslist.org/lab/d/glen-allen-connecting-handymen-with/7844073169.html,0
► freelance writer wanted - pay $100 per article,Remote OK,compensation:,contract,,2025-04-21T14:38:32-0400,"we're now hiring a freelance writer to create blog posts, articles and website content. work can be completed on a flexible schedule based on freelancer availability, however, deadlines may be provided. content needed will vary in genre/topic but will usually be based around websites for small businesses and organizations. rate of pay is $20 per 100 words (this comes out to approximately $100 per article). if interested, please apply at",,7844087401,,https://rochester.craigslist.org/wri/d/freelance-writer-wanted-pay-100-per/7844087401.html,1
are you the auto tech we’ve been searching for? come join us!,,compensation:,contract,507 Ridge Rd. West near Eastman Ave.,2025-04-21T16:00:38-0400,"f you’re passionate about cars, enjoy solving tricky problems, and want to work in a place that values your skills, you’ve found the right ad. we're independence car care center, a shop where auto technicians don’t just work on cars — they thrive. and we’re looking for a talented auto technician to bring their expertise to our team. why we’re different: we’re not your typical auto shop. we believe in work that feels like craftsmanship, not just “fixing things.” if you’ve got the skills, we’ve got the culture — an upbeat, no-drama environment where you’ll have the freedom to grow and do what you do best. what you’ll be doing: diagnosing and repairing everything from everyday vehicles to some serious head-turners (yes, we work on those, too) handling diagnostics, maintenance, and repairs with precision and care teaming up with others for a smoother workflow (we don’t believe in working in a bubble) keeping customers in the loop with clear, honest communication we’re looking for someone who: has at least 5 years of experience (ase certification is great but not a dealbreaker) has a valid ny state inspectors license is detail-oriented and loves solving complex issues has their own tools and a valid driver’s license thrives in a team atmosphere and has a positive, can-do attitude is excited to bring their knowledge to a place that appreciates them what’s in it for you: pay that rewards your skills — we know a great technician is worth their weight in gold flexible hours and paid time off (because life happens) health & dental insurance (we’ve got your back!) ira with company match (we believe that you'll want to retire some day) ongoing training and development (we want you to grow with us) option of a 4 day work week (we have lives too!) a fun, clean shop where no two days are the same ready to make a real impact? we’re ready to meet you. send your resume to independence or drop by our shop at 507 w. ridge rd.  to chat. we’re all about the right fit — so come tell us how you’ll fit into our crew. keywords: auto technician/automotive mechanic /automotive technician / auto mechanic / technician / a tech / car mechanic / b technician / auto tech / rochester/ ny / jobs / help wanted / matco / cornwell / snap-on / snap on / tools / used tools / wrench / tool box / impact gun / ratchet /discount tools / auto tools / diag tool / tester / scanner / code reader / meter / diagnostic scanner",,7844113961,,https://rochester.craigslist.org/trd/d/rochester-are-you-the-auto-tech-weve/7844113961.html,1
horse farm,,compensation:,contract,,2025-04-21T16:12:56-0400,"groom/ assistant groom turn out stalls, etc weekends; ft available opportunity to ride if qualified. opportunity to board in trade.",,7844117952,,https://rochester.craigslist.org/etc/d/honeoye-falls-horse-farm/7844117952.html,0
outside sales representative,665,compensation:,contract,,2025-04-21T17:37:49-0400,,,7844143099,,https://rochester.craigslist.org/sls/d/shortsville-outside-sales/7844143099.html,0
small sandwich shop,,compensation:,contract,,2025-04-21T18:01:28-0400,"seeking full or part time. duties include meat and fresh veggie prep, baking bread, customer service, inventory, putting away food delivery, cleaning. multi tasking, occasional online training, friendly personality. this is a permanent position that can evolve into a bigger position, if desired. all training provided. would prefer someone with previous food experience or customer service experience. email a short work bio or resume.",,7844149925,,https://rochester.craigslist.org/fbh/d/penfield-small-sandwich-shop/7844149925.html,1
multi trade employment,,compensation:,contract,,2025-04-21T18:15:33-0400,"multi trade employment. carpentry, windows, masonry, siding, cleanup, stripping, ect.  we build sunrooms, install windows, doors, masonry, and general home improvements. people with any addiction issues or attitudes need not apply. honest, clean, well spoken, hard working people only. if this is you please call 585-524-7333",,7844153518, | 585-524-7333,https://rochester.craigslist.org/trd/d/webster-multi-trade-employment/7844153518.html,1
framer carpenter self employed,,compensation:,contract,,2025-04-21T18:30:23-0400,"framer carpenter needed from time to time to frame sunrooms, additions and other projects, must have comp and liability insurance. you must be self employed, payment by the job. please call 585-524-7333",,7844156933, | 585-524-7333,https://rochester.craigslist.org/trd/d/webster-framer-carpenter-self-employed/7844156933.html,1
