title,company,compensation,employment_type,location,posted_date,description,experience_level,post_id,contact_info,url
Animal Lover Wanted,,compensation:,contract,,2025-04-15T13:29:32-0400,"Animal Lover wanted to work in kennel and stable. Experience preferred, but willing to train.  Work includes working with dogs, cat, chickens, guinea foul, horses and goats. Job will include working on holidays. Must be at least 18. Part time or Full time work available.",,7842616506,,https://rochester.craigslist.org/lab/d/holley-animal-lover-wanted/7842616506.html
Photographer - Interiors,,compensation:,contract,,2025-04-15T14:02:36-0400,"We are seeking a talented and reliable part-time photographer to capture high-quality images of our beautifully installed kitchen and bath cabinetry throughout the Greater Rochester area. About the Role: Very part-time; ideal for students, freelancers, or photographers looking for side work Flexible scheduling based on project completion timelines Travel to local homes and job sites to photograph completed cabinet installations Deliver edited, high-resolution images suitable for website, social media, and print marketing What We’re Looking For: Experience photographing interiors, architecture, or products preferred Strong attention to detail, especially in lighting, composition, and staging Ability to edit and deliver professional-quality images on deadline Must have your own DSLR/mirrorless camera and basic lighting equipment Reliable transportation required Why Work With Us: Showcase your work across a variety of media channels Build your portfolio with high-end residential projects Join a creative, growing team passionate about craftsmanship and design To Apply: Please email a resume to this post. Optional Cover Letter Portfolio or 3-5 samples of relevant work Your general availability and hourly rate expectations",,7842628592,,https://rochester.craigslist.org/med/d/rochester-photographer-interiors/7842628592.html
RN / LPN,,compensation:,contract,497 Beahan Road near Chili Ave,2025-04-15T15:01:46-0400,"Busy pediatric medical practice on the Westside, seeking a full time RN or LPN.  The office accommodates patients 6 days a week, winter hours with some nights till 6PM (limited hours on the weekend, typically 8-12). Approximately 32-40 hours per week. Qualified candidate must have a current NYS nursing license, great communication skills, compassionate, flexible and ability to multi-task. Competitive wages and benefits including 401k. Please send resume.",,7842646734,,https://rochester.craigslist.org/hea/d/rochester-rn-lpn/7842646734.html
Subcontractors Needed for Residential House Painting,,compensation:,contract,,2025-04-15T15:09:30-0400,"Do you take a lot of pride in your work? Are you sick of working for companies and contractors who are unorganized, unfair, or don’t pay you on time? Do you want to work for a company that will value your work and value you? We are growing fast and have more work than we can handle, and we’re looking for experienced painting contractors to partner with. We understand this is a two way relationship. We provide you with consistent work, fair pay, quick check turnaround times, and a respectful relationship. You provide a great service to our customers and deliver a high quality product with a fast turnaround time. We’re looking for Win-Win, long-lasting relationships with the right people. If that sounds like you and you meet our requirements, we would love to talk with you. Minimum Requirements: Professional and Responsible Contractors Who Have: 1. Strong communication skills 2. A Registered Business 3. General Liability Insurance 4. All Tools & Equipment 5. Workers Comp Policy Please do not respond if you don’t meet these minimum requirements. Contact Max at 585-565-5279 or email us max@batesbrotherspainting.com.",senior,7842649362,max@batesbrotherspainting.com. | 585-565-5279,https://rochester.craigslist.org/trd/d/pittsford-subcontractors-needed-for/7842649362.html
Stop What You're Doing. It's Not Working. Start Selling $2 Car Leads!!,,compensation:,contract,,2025-04-15T15:14:23-0400,"You’ve probably seen this ad before. Why? Because it works. So, what are you waiting for? We host informative Q&A sessions on Zoom every Monday and Thursday at 9 AM (PST). This is your chance to see exactly how this works, ask questions, hear from past trainees, and decide if it's right for you. It costs you nothing to find out more! You can reserve your spot now using the following link: Comprehensive Training—Get Started Immediately! No experience, no problem. This isn’t just a training—it’s a proven turnkey system that shows you how to create your own business generating car leads and start making money immediately by selling them to dealers nationwide online. Our program is designed to give you everything you need to succeed at this, right away. You don't have to be a rocket scientist and you don't need a Harvard degree. Take the bat off your shoulders and take a swing. Get out of your comfort zone, and try something totally different. Start selling car leads from home. You can even do it in your pajamas! So, What’s the Deal? We’ve cracked the code on tapping into online leads—people actively searching for cars, trucks, or SUVs within the last 48 hours. These leads aren’t random. These individuals have at least $4,000 for a down payment and live within 15-20 miles of the dealership. Best of all, you’ll have their name and phone number right at your fingertips. You can generate a remarkable 200-250 leads daily. Anything above that and you will need to consider bringing on an assistant to keep up the pace. Why This Works: Car dealers need fresh leads and that's why you’ll start by giving them 200 for free to prove their value. Even if a dealer converts just 3 of those leads into sales, they’ll be calling you for more. Why? Because each car deal brings in around $3,000 in profits, warranties, and financing. This is a no-brainer for them. How much can you make without killing yourself? Realistically, you could make over $7k to $8k in your very first month. That's just the starting point, it's possible to make $10k, $15k, $20k plus in short order. Work harder, make more money. Take your foot off the gas pedal and make less money. If you hate your current job, call or text us at +1 760-846-5665. If you're underpaid, call or text us at +1 760-846-5665. If your fridge only has pickle juice and mayonnaise in it, call or text us at +1 760-846-5665. If you wake up in the morning and all you think about is all those bills that you have not opened up, call or text us at +1 760-846-5665. If you're still not sure, pick up your phone and call or text us now at +1 760-846-5665. Ready to Get Started? Contact us by call, text, email, or through our website: You can check out our video on YouTube ""Sell $2 Auto Leads Like Hotcakes!!!"" using the following link: Here are some YouTube videos included in our training for you to check out as well: Magic Leads Training Simple Setup for Success Making Contact with Dealers These Dealers Buy Leads Dr. B's Optional Method 2 Dr. B's Optional Method 3 Dr. B's Optional Method 4",,7842650981, | 760-846-5665,https://rochester.craigslist.org/sls/d/rochester-stop-what-youre-doing-its-not/7842650981.html
Lawn maintenance and Landscape positions,,compensation:,contract,,2025-04-15T15:55:19-0400,"Well established company that specializes in commercial landscape property  maintenance and landscape installation is  looking for ambitious individuals to be a part of our upcoming lawn  maintenance and landscaping crews.We have a comfortable work environment that offers  401(k) monthly evaluations for pay increases.Year  round Work available.We have many positions from mulching, plant installation, line trimming, shrub trimming, and mowing crews. experience preferred but not necessary will train.Monday through Friday  8am-5pmNo texts.Call 585-732-1685",,7842662900, | 585-732-1685,https://rochester.craigslist.org/lab/d/spencerport-lawn-maintenance-and/7842662900.html
Bank Branch Cleaner Perry,,compensation:,contract,,2025-04-15T17:01:52-0400,Looking for a p/t bank branch cleaners in the Perry andNunda areas. Monday-Friday 1.5 | 7.5 hours a week | $16.00 an hour | biweekly pay *Starting time is one hour after location closes. M-TH after 5pm Friday after 6pm Please call (716)862-0465 to schedule an interview or email info@questwny.com,,7842683073,info@questwny.com | (716)862-0465,https://rochester.craigslist.org/lab/d/perry-bank-branch-cleaner-perry/7842683073.html
kitchen help,,compensation:,contract,,2025-04-15T18:19:57-0400,LA BELLA VITA IS LOOKING FOR EXPERIENCED PIZZA MAKERS,senior,7842703937,,https://rochester.craigslist.org/fbh/d/webster-kitchen-help/7842703937.html
DELIVERY DRIVER-MONROE COUNTY,,compensation:,contract,,2025-04-15T19:33:08-0400,"LOOKING TO HIRE A PART TIME DELIVERY DRIVER. ALL DELIVERIES ARE MADE WITHIN THE MONROE COUNTY AREA. -MUST BE FAMILIAR WITH THE ROCHESTE AREA. -MUST HAVE A DEPENDABLE CAR AND A VALID DRIVERS LICENSE. -AFTERNOON HOURS 12:30 PM- 3:30 PM.  MONDAY, WEDNESDAY AND FRIDAY. -MUST BE ABLE TO LIFT 20 POUNDS. -WAGES WILL INCLUDE HOURLY + MILEAGE. -SERIOUS INQUIRES ONLY PLEASE. -LOOKING TO FILL POSITION RIGHT AWAY. PLEASE SEND PHONE NUMBER AND RESUME TO: ONTHEGONOTARY123@YAHOO.COM",,7842720457,ONTHEGONOTARY123@YAHOO.COM,https://rochester.craigslist.org/lab/d/rochester-delivery-driver-monroe-county/7842720457.html
Tow Truck Operator,,compensation:,contract,,2025-04-16T06:48:20-0400,Tow Truck Driver needed. Must have towing endorsement and clean license. Must be able to work some nights and weekends. Experience helpful but will train the right person. 40 hrs plus overtime available. nights weekends commission based. Also helps to live near the shop to take a truck home. Call Today 585-370-3441,,7842782308, | 585-370-3441,https://rochester.craigslist.org/trp/d/macedon-tow-truck-operator/7842782308.html
Retail Sales Associate - Immediate Recruitment,,compensation:,contract,,2025-04-16T07:10:57-0400,,,7842784045,,https://rochester.craigslist.org/ret/d/rochester-retail-sales-associate/7842784045.html
💲🚚 SAME DAY PAY & FREE TRAILER    CDL OWNER OPERATOR 🚚💲,,compensation:,contract,,2025-04-16T09:03:53-0400,,,7842798277,,https://rochester.craigslist.org/trp/d/rochester-same-day-pay-free-trailer-cdl/7842798277.html
COMMERCIAL ELECTRICIANS,,compensation:,contract,599 PHILLIPS RD,2025-04-16T09:28:31-0400,"Commercial Electricians wanted for full-time position with Top 100 company. Candidate should possess ability to work individually or with a team efficiently and safely. Must be self-motivated, organized and able to prioritize tasks with professional appearance and positive attitude. Transportation and tools required. Experience preferred.",,7842803111,,https://rochester.craigslist.org/trd/d/webster-commercial-electricians/7842803111.html
RESIDENTIAL ELECTRICIAN,,compensation:,contract,599 PHILLIPS RD,2025-04-16T09:29:41-0400,"RESIDENTIAL ELECTRICIAN WANTED FOR FULL-TIME POSITION WITH TOP 100 ELECTRICAL COMPANY. CANDIATE SHOULD BE DEPENDABLE WITH A POSITIVE ATTITUDE.  DUTIES INCLUDE  INSTALLS, REPAIRS AND UPDATING RESIDENTIAL ELECTRICAL SYSTEMS INCLUDING BUT NOT LIMITED TO LIGHT FIXTURES, WIRING, RECEPTACLES, AND PANEL BOXES. EXCELLENT POTENTIAL TO ADVANCE WITH COMPANY. MUST HAVE TRANSPORTATION.",,7842803340,,https://rochester.craigslist.org/trd/d/webster-residential-electrician/7842803340.html
Cleaner Needed,,compensation:,contract,,2025-04-16T09:36:14-0400,"Looking to fill a full time - 40 hr position in the Henrietta area $17.70/hr to start - Raise after 30 days Monday through Friday 5pm to 1:30 am Paid holidays, vacation and sick time Additional benefits available Seeking reliable person Experience is a benefit but not a necessity Please call John at 585-642-1766 and leave contact information Texts will not be viewed",,7842804746, | 585-642-1766,https://rochester.craigslist.org/lab/d/henrietta-cleaner-needed/7842804746.html
Carpenters Helper and Painter,,compensation:,contract,,2025-04-16T09:56:13-0400,We are hiring for a carpenters' helper/painter. MUST HAVE OWN transportation. Most jobs are from Webster to Medina. Must be able to read a tape measure. Pay based on experience.,,7842809332,,https://rochester.craigslist.org/lab/d/brockport-carpenters-helper-and-painter/7842809332.html
"Flooring Installers // Laminate, LVP, Hardwood, Tile.",,compensation:,contract,,2025-04-16T09:56:56-0400,"Flooring installation company is searching for talented and experienced flooring installation subcontractors. Immediate work available. We do not train Flooring installers or provide tools, you must be a vetted flooring contractor, ready to work. We are looking for Hardsurface crews and Tile crews. Residential only. Local Offices / Weekly Direct Deposit / Year-Round Work. -Must have 3 to 5 years of experience in Flooring only, or longer. -Pass a Criminal background check. -Have reliable transportation. / work Cargo van, preferably, Truck, or trailer. -All trade tools to install flooring according to the manufacturer's specs and guidelines. Text 512-423-8923 When you text, let me know your name, zip code, what you install, years of experience, and what kind of work you are doing now. Tell me a little about what you do. I will text or call you back.",senior,7842809507, | 512-423-8923,https://rochester.craigslist.org/trd/d/rochester-flooring-installers-laminate/7842809507.html
Delivery's Needed. Transportation.US DOT.,,compensation:,contract,,2025-04-16T10:13:21-0400,"FLOORING DELIVERED TO RESIDENTIAL HOMES. PAID PER DELIVERY. YEAR-ROUND WORK. WEEKLY DIRECT DEPOSIT. 1099. WHITE GLOVE DELIVERY. MUST HAVE CARGO AND COMMERCIAL GENERAL LIABILITY. TEXT ME ""BUFFALO DELIVERY"" AND I WILL CALL YOU BACK. 512-423-8923..",,7842813751, | 512-423-8923,https://rochester.craigslist.org/trp/d/rochester-deliverys-needed/7842813751.html
CDL Dump truck/ Lowboy Driver,,compensation:,contract,,2025-04-16T10:13:55-0400,"Full Time Year Round Steady work Overtime pay Currently hiring Tri Axle dump truck and Lowboy drivers. Must have a clean CDL AND 5 years experience in CONSTRUCTION driving. Must have knowledge of local plants and quarries. Must have transportation to our shop in Fairport . Call, stop in or apply online. 585-223-266zero.   300 Hogan Rd, Fairport Monroeroadways.com Benefits include 401k, health and dental.",,7842813918,,https://rochester.craigslist.org/trp/d/fairport-cdl-dump-truck-lowboy-driver/7842813918.html
Sirness Vending is hiring!  Route Driver position available,,compensation:,contract,,2025-04-16T10:44:22-0400,"Sirness Vending Services is hiring! Currently is accepting applications for route drivers.  Full time early hours, Monday – Friday days, $45,000-$60,000, benefits offered, paid holidays Sirness Vending Services has been locally owned and operated for nearly fifty years servicing Central and Western New York.  Headquartered in Gates, we pride ourselves on providing great customer service and a positive quality work environment for our staff. Applicants must have strong customer service skills, clean driver’s license, a good work ethic and attitude. Route drivers: early flexible hours, drive company provided sprinter van to established customer locations, stock/service vending machines and self-checkout market, maintain inventory, check in with customer location points of contact.  Must be able to frequently lift 40lbs, must have great customer service We strive to have a positive working environment with a team approach.  We are looking for people with good attitudes and work ethics.  We take an approach of we are all in this together.  We want to work with good people! Qualified applicants should apply at Sirness.com Thank you for considering Sirness Vending Services for your career!",,7842821924,,https://rochester.craigslist.org/lab/d/rochester-sirness-vending-is-hiring/7842821924.html
Part time line cook,,compensation:,contract,,2025-04-16T10:57:11-0400,We are seeking a part time line cook for approximately 25-30 hours a week. We have a fun atmosphere and are looking for a dedicated person to join our team!,,7842825233,,https://rochester.craigslist.org/fbh/d/rochester-part-time-line-cook/7842825233.html
Gutter Cleaners Needed - $20-$25/hr - $500 Sign-On Bonus!,,compensation:,contract,,2025-04-16T10:57:30-0400,"We are seeking Gutter Cleaners to maintain and clear gutters for residential and commercial properties. Applicants MUST be proficient at going up and handling ladders, placing ladders, and WALKING ON ROOFS (Please do not contact us if you are not comfortable walking on roofs!). **Must be prepared to work through difficult weather.** We are looking for candidates who are able to start immediately! Minimum Requirements to Apply: - Valid NYS Driver's License - Reliable transportation to Fairport each day - Prior roof experience or willingness to walk on roofs (**NEEDED**) - Open to background checks and drug testing. Compensation: $20-$25/hour depending on experience. $500 Sign-On Bonus!! Please fill out our Application here: OR: Call/Text Penny at phone: 585-703-7698.",,7842825340, | 585-703-7698,https://rochester.craigslist.org/lab/d/fairport-gutter-cleaners-needed-hr-sign/7842825340.html
Siding/Window Installer,,compensation:,contract,,2025-04-16T11:17:27-0400,"Seeking experienced siding and window/door installer. Must have truck, tools, insurance. Looking for long-term relationship. Competitive compensation. Prompt payment.",senior,7842831787,,https://rochester.craigslist.org/trd/d/fairport-siding-window-installer/7842831787.html
Professional NEMT/Medicaid Drivers - $18 Start,,compensation:,contract,,2025-04-16T05:21:03-0400,"We are busy and we are growing! Are you looking for steady employment? 40 hours per week. M-F. Must not have any afternoon commitments such as have to get child off school bus, second job, and etc. Hours range, but generally your working hours will be somewhere in between 7 AM and 5 PM.   M-F Must be reliable and professional. Clean license and people friendly. We are known for our awesome drivers. Pay starts @ $18.00 Per Hour - Raises are possible after 90 days. Get paid weekly through ADP payroll. Use our vehicles and our gas. Must have reliable transportation to get to our office in East Rochester. No Bus or Uber. We are  strict about punctuality. We do not employ people that are late or call in excessively. Please don't waste both of our times. Email a little about yourself and any experience you may have and we'll set up an interview.",,7842778079,,https://rochester.craigslist.org/trp/d/east-rochester-professional-nemt/7842778079.html
Seasonal Lifeguard Needed,,compensation:,contract,,2025-04-16T12:34:11-0400,"Lifeguards Needed! Very Competitive Pay! D&C Rochester's Choice Best Apartment Management Company! Have fun in the sun and get paid $20.00 per hour + bonus!! We own and manage 10 of the finest apartment communities in the Rochester area. We are seeking individuals to join our lifeguard team who want to work hard and make a positive contribution to our apartment communities. Our season runs from Memorial Day weekend through Labor Day. Weekend availability a must. Multiple Locations! Job details: 35+ hours/week - on a rotation (weather permitting) Must be available to work weekends Job requirements: Must be at least 18 years of age Must have reliable transportation Life Guard Certification and CPR: MUST BE UP TO DATE Friendly demeanor Team player Please send resume with your phone number when responding. *Bonus incentive at the end of season if all requirements are met* Job Types: Full-time, Part-time Pay: $20.00 per hour Schedule: 8 hour+ shift Day and Evening shifts Holidays Overtime Weekend availability Bonus pay Education: High school or equivalent (Required) Experience: Lifeguard: 1 year (Preferred) Customer Service: 1 year (Preferred) License/Certification: First Aid Certification (Required) Lifeguard Training (Required) Work Location: Multiple Locations Hiring For 1600 Elmwood Avenue , Contact Missy at 1600Elmwood@tricityrentals.com or call (585)488-4982 For French Court, Contact Tracy at French@tricityrentals.com or call (585)577-4808 For Rustic Village, Contact Chris at Ctoomey@tricityrentals.com or call (585)424-4380 For The Meadows, Contact Brittany at Meadows@tricityrentals.com or call (585)656-2661 For Spanish Gardens, Contact Brandon at Spanish@tricityrentals.com or call (585)577-7034 For Woodgate Place, Contact Sue at Woodgate@tricityrentals.com or call (585)547-5579",,7842857401,1600Elmwood@tricityrentals.com | (585)488-4982,https://rochester.craigslist.org/etc/d/rochester-seasonal-lifeguard-needed/7842857401.html
🔴🔴 JOIN OUR PAID MARKET RESEARCH PANEL 🔴🔴,,compensation:,contract,,2025-04-16T17:25:45-0400,"JOIN OUR PAID MARKET RESEARCH PANEL ! ⏩Be paid for sharing your views – From air fresheners to pancakes, ice cream, medical ailments and many other exciting products and services, we're eager to involve you! ⏩Online surveys, product taste tests, focus groups, at home product testing. ⏩It's easy and FREE to register for our National Panel. Click the below link and we will contact you for future paid studies. Research America, Inc. www.researchamericainc.com Spread the Word - Click, Post, Share with Your Friends From Across the Nation ! #paidresearch #consumerresearch #researchpanel #paidsurveys #surveys #focusgroups #producttesting",,7842948423,,https://rochester.craigslist.org/etc/d/newtown-square-join-our-paid-market/7842948423.html
"Work From Home $$ Make $1,000 this Month",,compensation:,contract,,2025-04-16T18:06:42-0400,Explore income opportunities with a well known Wellness company. Great Pay. Make your own hours. Work at your own pace. No monthly quotas INCOME UNLIMITED BASED ON YOUR GOALS. INTERESTED??  EMAIL FOR ZOOM INFORMATION.  OR CALL 310-213-8542,,7842960206, | 310-213-8542,https://rochester.craigslist.org/sls/d/west-henrietta-work-from-home-make-1000/7842960206.html
"Pizza Makers, Shift Runners, Driver's + More!",,compensation:,contract,1219 Lyell Ave.,2025-04-16T19:37:06-0400,"Looking for qualified Pizza Makers, shift runners, counter help, food prep and delivery drivers! Will train from the ground up but experience preferred! Must be able to take calls, be on time, move with purpose (we get busy!) and have a good time! Part time and full-time available. Stop in for more information! 1219 Lyell ave. Rochester Ny 14606 long standing, successful neighborhood pizzeria! Join our team today!",,7842980718,,https://rochester.craigslist.org/fbh/d/rochester-pizza-makers-shift-runners/7842980718.html
CONSTRUCTION CARPENTERS - HOME REMODELING,,compensation:,contract,1380 Scottsville Rd,2025-04-17T09:48:30-0400,"ATTENTION CARPENTERS!! If you’ve worked for one of the many home improvement companies in the area, YOUR EXPERIENCE MAY BE JUST WHAT WE NEED! Many installers who have been unappreciated working for these companies, have now found GREAT CAREERS with TEAM COMFORT! A CAREER with COMFORT includes: 	Full-time, year-round positions! 	Starting pay rates that are some of the best in the industry! 	Annual pay increases! 	Affordable options in health, dental, and vision plans! 	Free $10,000 life insurance policy! 	401K plan with a dollar-for-dollar company match up to 4%! 	Generous number of paid days off for holidays, vacation, and sick time! 	Promotions from within for great career advancements! DON'T WAIT...APPLY NOW! Send your Full name, Phone number, and brief description of your experience. (include a copy of your resume if you have one) As we have a wide variety of positions, our starting pay ranges between $18 - $28/hr. and encompasses all skills and experience levels. Specific pay rates will be decided upon completion of the interview process and determination of job level to be offered. Comfort Windows is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",,7843064453,,https://rochester.craigslist.org/trd/d/rochester-construction-carpenters-home/7843064453.html
Painters wanted,,compensation:,contract,,2025-04-17T09:58:28-0400,Looking for a self motivated exterior painter with experience AND TRANSPORTATION. Call or text for a phone interview. Work is available immediately,,7843066767,,https://rochester.craigslist.org/lab/d/webster-painters-wanted/7843066767.html
Professional Vinyl Siding Sub-contractors needed asap!,,compensation:,contract,,2025-04-17T10:35:14-0400,"WANT STEADY WORK THROUGHOUT THE YEAR? JOBS READY TO BE INSTALLED RIGHT NOW! Large local home improvement company has an immediate need to hire professional sub-contractors for residential siding projects in ROCHESTER and surrounding areas. Siding labor rates will be discussed in more detail via phone or in-person interview. VINYL SIDING - paid per sq. - COMPETITIVE RATES Additional labor for the following: * Vinyl or Aluminum tear-off * Aluminum capping for windows and doors * Soffit and Fascia * Garbage removal ****MUST HAVE LIABILITY INSURANCE **** - Prices are labor only. Our company is responsible for 100% of all materials --------------------------------------------------------------------------------------------- Crews must be fully licensed and insured, highly experienced, dependable, and provide superb workmanship. Must be willing to do some travel as needed (up to approx 60-90 minutes) with own truck, tools and equipment. Year round work and competitive pay. Get paid quickly.. Please reply to this email with contact information for immediate consideration. We have jobs ready to be installed right now!!",senior,7843076504,,https://rochester.craigslist.org/trd/d/rochester-professional-vinyl-siding-sub/7843076504.html
Inside Sales Representative,665,compensation:,contract,,2025-04-17T10:59:36-0400,,,7843082702,,https://rochester.craigslist.org/sls/d/shortsville-inside-sales-representative/7843082702.html
Flexible Dishwasher,,compensation:,contract,"1 E Church St, Fairport, NY 14450 near MAIN ST",2025-04-17T13:13:08-0400,"Hi- We are looking for a dishwasher to fill in evenings as needed and weekends. Saturday and Sunday would generally be a day shift but could be night as well depending on what events we have. Some experience would be good, but we can train you. Please let me know the best way to reach you. This is a great part time second job.",,7843126541,,https://rochester.craigslist.org/fbh/d/fairport-flexible-dishwasher/7843126541.html
Diner Cook $26+! we want the best,,compensation:,contract,2171 W Henrietta Rd,2025-04-17T14:31:14-0400,"IF YOU HAVE NEVER WORKED IN A DINER BEFORE DO NOT APPLY Tired of not being paid what you're worth? We want the best of the best MUST HAVE DINER EXPERIENCE. Cook with management skills a bonus needed breakfast and lunch hours now, 1 job position open looking for a dependable person,  if that’s you call or text 585 764 8204 must be drug free, ego free. Paid what you're worth CALL FOR DETAILS WE ARE IN BRIGHTON NY 14623 if this is still up we’re still looking",,7843152820, | 585 764 8204,https://rochester.craigslist.org/fbh/d/rochester-diner-cook-26-we-want-the-best/7843152820.html
Entry Level Mechanic,,compensation:,contract,,2025-04-17T15:10:15-0400,"Rochester based utility company looking for an entry level mechanic for our vehicles and equipment.  Required to perform basic maintenance on heavy equipment and vehicles such as oil changes, tire rotations and other preventative maintenance as needed.  Other duties will include keeping the vehicles clean, and keeping a clean and safe work environment. Requirements: •	Valid NYS driver’s license •	Reliable transportation •	Pass standard drug test •	Own tools •	Use of power and hand-held tools We offer: •	401K with company match •	Holiday pay •	Personal/vacation time •	Safety and Attendance incentive •	Health Insurance •	Dental Insurance •	Year-round work •	Newer equipment Provide resume if available",entry level,7843165673,,https://rochester.craigslist.org/trd/d/webster-entry-level-mechanic/7843165673.html
Dump Truck Driver,,compensation:,contract,,2025-04-17T17:18:27-0400,Class A or Class B to transport asphalt or aggregate to job site Airbrake endorsement and clean license mandatory. Familiarity with Rochester-area asphalt plants and their operations a plus Assist construction crews while waiting to unload Able to work in a team environment and follow directions of manager as to daily tasks and expectations for each specific project or job site Ability to read maps and navigate to new locations Perform other duties as assigned pay is determined on experience call 585-746-1899,,7843202714, | 585-746-1899,https://rochester.craigslist.org/trd/d/rochester-dump-truck-driver/7843202714.html
Looking for someone to be Buddy the Steer,,compensation:,contract,2199 east Henrietta rd,2025-04-17T20:13:13-0400,We are looking for one or two people are energetic and can stand for long periods of time while grabbing customers attention. Be creative,,7843243277,,https://rochester.craigslist.org/sls/d/rochester-looking-for-someone-to-be/7843243277.html
***CREATE YOUR FUTURE HERE ** CALL TODAY***,,compensation:,contract,,2025-04-18T09:19:50-0400,"We offer the flexibility to work from anywhere while helping families take control of their financial future. Through training and mentorship, we will help you gain financial knowledge and leadership skills while working towards your goals.  Our company has more 5 and 6-figure earners than any other company in America. Your future starts with what you learn today. Message me or call 941-350-5437 to schedule a 30-minute zoom meeting to learn more. Laura",,7843314636, | 941-350-5437,https://rochester.craigslist.org/acc/d/rochester-create-your-future-here-call/7843314636.html
Movers wanted,,compensation:,contract,Bay Rd near Empire,2025-04-18T09:30:03-0400,"LOOKING FOR 5 STRONG, STABLE, INDEPENDENT, RELIABLE PEOPLE LOOKING TO BUILD A CAREER IN THE MOVING BUSINESS. MUST BE ABLE TO PASS A BACK GROUND CHECK AND A DRUG TEST. MUST HAVE OWN VEHICLE TO GET TO WORK. A WORKING CELL PHONE AT ALL TIMES. MUST HAVE VALID DRIVERS LICENSE WITH NO DUI DRUG OR ALCOHOL RELATED. LOOKING FOR SOMEONE WHO DOES NOT WANT TO WORK FOR SOMEONE BUT WORK TO BUILD THE COMPANY SO THEY CAN BUY IT OUT IN 3-5 YEARS. THIS POSITION STARTS OUT AT $18/HR PLUS TIPS. MUST BE ABLE TO CARRY HEAVY FURNITURE SAFELY UP AND DOWN STAIRS.MUST BE PHYSICALLY FIT TO DO 5-6 HOUR MOVES AT A TIME AT FACE PAST! IF YOU PROVE YOURSELF YOU WILL MAKE MORE.",,7843316530,,https://rochester.craigslist.org/lab/d/rochester-movers-wanted/7843316530.html
FENCE BUILDERS & LABORERS NEEDED,,compensation:,contract,,2025-04-18T09:56:43-0400,"🔨 SKILLED FENCE & DECK BUILDERS WANTED 🔨 💰 EARN UP TO $700 WEEKLY - NO RESUME NEEDED! 💰 ⚡ IMMEDIATE OPENINGS - GET PAID WEEKLY OR DAILY! ⚡ Are you good with your hands and looking for steady outdoor work with a straightforward team? Join our growing fencing company and start earning immediately! WHY WORK WITH US: 💵 Competitive pay: $18-22/hour based on experience 🗓️ Flexible payment options: Get paid weekly OR daily - your choice! 👍 Simple hiring process: No resume required, just one interview 🕗 Consistent hours*: 8am-4pm, Monday-Friday with a full hour lunch break We provide all the tools you need - just bring your skills and work ethic! REQUIREMENTS: 🔹Must be 18 or older 🔹Valid driver's license 🔹Must have reliable transportation to job sites 🔹Experience with fence or deck building preferred but willing to train the right candidate 🔹Ability to work outdoors in various weather conditions THE WORK: 🔹Building quality fences and decks for residential and commercial clients 🔹Physical but rewarding outdoor work 🔹Friendly, easy-going work environment with straightforward expectations 🔹Fully insured company APPLY TODAY: Don't miss this opportunity to join our team! No complicated application process - just one interview to get started. Call/Text: (585) 649-6017 *Work availability depends on weather conditions and project schedule. Up to $700 weekly earning potential.",,7843322584, | (585) 649-6017,https://rochester.craigslist.org/lab/d/rochester-fence-builders-laborers-needed/7843322584.html
Heavy duty Diesel truck & 53ft trailer Mechanic PART TIME or FULL TIME,,compensation:,contract,,2025-04-18T10:11:16-0400,"*u
*Clean, temperature-controlled work environment.
. $28-$35 per Hr Depending on qualification Call John 731 345 9860 Apply",,7843326399, | 731 345 9860,https://rochester.craigslist.org/trp/d/brockport-heavy-duty-diesel-truck-53ft/7843326399.html
"💰  Secure Your Retirement—Work Smarter, Not Harder  💰",,compensation:,contract,,2025-04-18T10:43:48-0400,"Here are 3 ways to build a in 5 years: 1.  If you can earn 12% per year (like in a mutual fund), you will need to save to reach $1MM in 5 years. 2.  Increasing your returns (by investing in risky financial vehicles, like crypto) can certainly help, but not as much as you might think.  Even if you could earn 36% per year, you would still have to save . 3.  There is a better way.  And you don't have to risk any of your own money in the market. Watch our 4-minute intro video by Then watch our 18-minute ""solution video"" right after (you have to enter good contact info on the 1st video page, or you won't be able to see the 2nd video) Make sure to pay attention to the part in the 2nd video about (this is incredible) You have never seen anything like this.",,7843335021,,https://rochester.craigslist.org/sls/d/rochester-secure-your-retirementwork/7843335021.html
Heavy duty Diesel truck & 53ft trailer Mechanic PART TIME,,compensation:,contract,,2025-04-18T10:58:44-0400,"*u
*Clean, temperature-controlled work environment.
. $28-$35 per Hr Depending on qualification Call John 731 345 9860 Apply",,7843339236, | 731 345 9860,https://rochester.craigslist.org/trp/d/brockport-heavy-duty-diesel-truck-53ft/7843339236.html
CDL class B driver,,compensation:,contract,,2025-04-18T12:28:57-0400,"- Seeking Class B driver for local straight truck work.  Mostly within Monroe county. Monday-Friday, 7:30-4pm. 35-40 hours/week. -Preference given to candidate with Haz Mat endorsement. -Complete Daily pre and post trips. -Please submit resume",,7843368145,,https://rochester.craigslist.org/trp/d/rochester-cdl-class-driver/7843368145.html
Restaurant Delivery,,DOE,contract,,2025-04-18T13:00:14-0400,,,7843379631,,https://rochester.craigslist.org/lab/d/rochester-restaurant-delivery/7843379631.html
